x,y,event,description,ordinalNum
-72.0,-13.0,Shot,Jeff Carter Wrist Shot saved by Sergei Bobrovsky,3rd
-66.0,-21.0,Shot,Jeff Carter Snap Shot saved by Sergei Bobrovsky,3rd
-65.0,-18.0,Shot,Kasperi Kapanen Wrist Shot saved by Sergei Bobrovsky,3rd
-44.0,28.0,Shot,Evan Rodrigues Slap Shot saved by Sergei Bobrovsky,3rd
-36.0,24.0,Missed Shot,Aaron Ekblad Wide of Net Casey DeSmith,3rd
-75.0,1.0,Missed Shot,Ryan Lomberg Wide of Net Casey DeSmith,3rd
-38.0,27.0,Shot,Brian Dumoulin Slap Shot saved by Sergei Bobrovsky,3rd
-67.0,-20.0,Shot,Brock McGinn Slap Shot saved by Sergei Bobrovsky,3rd
-53.0,-25.0,Shot,Gustav Forsling Slap Shot saved by Casey DeSmith,3rd
-76.0,-8.0,Shot,Aleksander Barkov Slap Shot saved by Casey DeSmith,OT
-77.0,-7.0,Shot,Evan Rodrigues Backhand saved by Sergei Bobrovsky,OT
-72.0,-1.0,Goal,"Carter Verhaeghe (2) Wrist Shot, assists: Aleksander Barkov (2), MacKenzie Weegar (1)",OT
-40.0,28.0,Shot,Andrej Sekera Slap Shot saved by Igor Shesterkin,1st
-77.0,8.0,Shot,Denis Gurianov Snap Shot saved by Igor Shesterkin,1st
-73.0,5.0,Missed Shot,Radek Faksa Wide of Net Igor Shesterkin,1st
-70.0,-17.0,Shot,Ryan Strome Wrist Shot saved by Braden Holtby,1st
-80.0,1.0,Shot,Roope Hintz Wrist Shot saved by Igor Shesterkin,1st
-39.0,11.0,Missed Shot,Nils Lundkvist Over Net Braden Holtby,1st
-71.0,10.0,Shot,Esa Lindell Wrist Shot saved by Igor Shesterkin,1st
-84.0,5.0,Shot,Ryan Reaves Wrist Shot saved by Braden Holtby,1st
-72.0,13.0,Missed Shot,Jacob Peterson Wide of Net Igor Shesterkin,1st
-41.0,-14.0,Missed Shot,Andrej Sekera Wide of Net Igor Shesterkin,1st
-75.0,12.0,Missed Shot,Roope Hintz Wide of Net Igor Shesterkin,1st
-81.0,2.0,Shot,Alexis Lafrenière Wrist Shot saved by Braden Holtby,1st
-44.0,-10.0,Missed Shot,K'Andre Miller Wide of Net Braden Holtby,1st
-38.0,24.0,Missed Shot,Nils Lundkvist Wide of Net Braden Holtby,1st
-76.0,0.0,Missed Shot,Joe Pavelski Wide of Net Igor Shesterkin,1st
-69.0,2.0,Missed Shot,Alexander Radulov Wide of Net Igor Shesterkin,1st
-46.0,0.0,Shot,Jani Hakanpaa Wrist Shot saved by Igor Shesterkin,1st
-55.0,-12.0,Shot,John Klingberg Wrist Shot saved by Igor Shesterkin,1st
-75.0,6.0,Missed Shot,Roope Hintz Over Net Igor Shesterkin,1st
-34.0,-32.0,Missed Shot,Patrik Nemeth Wide of Net Braden Holtby,1st
-87.0,-20.0,Shot,Ryan Lindgren Wrist Shot saved by Braden Holtby,1st
-52.0,-24.0,Shot,Tyler Seguin Wrist Shot saved by Igor Shesterkin,1st
-82.0,-6.0,Goal,"Jacob Peterson (1) Backhand, assists: none",1st
-59.0,19.0,Shot,Miro Heiskanen Wrist Shot saved by Igor Shesterkin,2nd
-56.0,-22.0,Missed Shot,Kaapo Kakko Goalpost Braden Holtby,2nd
-54.0,23.0,Shot,Patrik Nemeth Wrist Shot saved by Braden Holtby,2nd
-77.0,3.0,Missed Shot,Mika Zibanejad Wide of Net Braden Holtby,2nd
-75.0,-3.0,Missed Shot,Alexander Radulov Wide of Net Igor Shesterkin,2nd
-56.0,-4.0,Shot,Alexander Radulov Wrist Shot saved by Igor Shesterkin,2nd
-63.0,-21.0,Shot,Alexander Radulov Wrist Shot saved by Igor Shesterkin,2nd
-69.0,-2.0,Shot,Joe Pavelski Tip-In saved by Igor Shesterkin,2nd
-84.0,5.0,Goal,"Radek Faksa (1) Wrist Shot, assists: Miro Heiskanen (1), Ryan Suter (1)",2nd
-82.0,-5.0,Shot,Ryan Strome Wrist Shot saved by Braden Holtby,2nd
-39.0,-21.0,Shot,Nils Lundkvist Wrist Shot saved by Braden Holtby,2nd
-80.0,-1.0,Shot,Julien Gauthier Tip-In saved by Braden Holtby,2nd
-70.0,-10.0,Missed Shot,Artemi Panarin Wide of Net Braden Holtby,2nd
-60.0,-5.0,Goal,"Adam Fox (1) Wrist Shot, assists: Ryan Lindgren (1), Artemi Panarin (1)",2nd
-35.0,17.0,Shot,Ryan Lindgren Wrist Shot saved by Braden Holtby,2nd
-74.0,5.0,Shot,Dryden Hunt Wrist Shot saved by Braden Holtby,2nd
-44.0,-25.0,Shot,Jacob Trouba Slap Shot saved by Braden Holtby,2nd
-49.0,26.0,Shot,Miro Heiskanen Wrist Shot saved by Igor Shesterkin,2nd
-66.0,17.0,Shot,Denis Gurianov Wrist Shot saved by Igor Shesterkin,2nd
-78.0,-2.0,Shot,Michael Raffl Wrist Shot saved by Igor Shesterkin,2nd
-83.0,-7.0,Shot,Filip Chytil Wrist Shot saved by Braden Holtby,2nd
-41.0,10.0,Shot,Adam Fox Wrist Shot saved by Braden Holtby,2nd
-60.0,-24.0,Shot,Adam Fox Wrist Shot saved by Braden Holtby,2nd
-48.0,22.0,Missed Shot,K'Andre Miller Wide of Net Braden Holtby,2nd
-87.0,-10.0,Shot,Mika Zibanejad Wrist Shot saved by Braden Holtby,2nd
-81.0,3.0,Goal,"Chris Kreider (2) Tip-In, assists: K'Andre Miller (1), Mika Zibanejad (1)",2nd
-74.0,13.0,Shot,Adam Fox Wrist Shot saved by Braden Holtby,2nd
-81.0,-2.0,Shot,Kevin Rooney Backhand saved by Braden Holtby,2nd
-81.0,14.0,Missed Shot,Ryan Lindgren Wide of Net Braden Holtby,2nd
-63.0,20.0,Missed Shot,Ryan Strome Wide of Net Braden Holtby,2nd
-76.0,15.0,Shot,Artemi Panarin Wrist Shot saved by Braden Holtby,2nd
-60.0,23.0,Missed Shot,Artemi Panarin Wide of Net Braden Holtby,2nd
-44.0,5.0,Missed Shot,Jacob Trouba Wide of Net Braden Holtby,2nd
-45.0,-23.0,Shot,Ryan Strome Slap Shot saved by Braden Holtby,2nd
-81.0,-8.0,Missed Shot,Chris Kreider Wide of Net Braden Holtby,2nd
-66.0,20.0,Shot,Artemi Panarin Wrist Shot saved by Braden Holtby,2nd
-4.0,-26.0,Shot,K'Andre Miller Wrist Shot saved by Braden Holtby,3rd
-41.0,21.0,Shot,Jacob Trouba Wrist Shot saved by Braden Holtby,3rd
-41.0,5.0,Missed Shot,Adam Fox Wide of Net Braden Holtby,3rd
-51.0,-24.0,Shot,Patrik Nemeth Slap Shot saved by Braden Holtby,3rd
-68.0,30.0,Shot,Tyler Seguin Wrist Shot saved by Igor Shesterkin,3rd
-69.0,39.0,Shot,Adam Fox Wrist Shot saved by Braden Holtby,3rd
-79.0,10.0,Shot,Adam Fox Backhand saved by Braden Holtby,3rd
-33.0,-22.0,Shot,Andrej Sekera Wrist Shot saved by Igor Shesterkin,3rd
-76.0,-4.0,Missed Shot,Luke Glendening Wide of Net Igor Shesterkin,3rd
-75.0,2.0,Shot,Luke Glendening Tip-In saved by Igor Shesterkin,3rd
-33.0,39.0,Shot,Ryan Suter Wrist Shot saved by Igor Shesterkin,3rd
-49.0,-28.0,Shot,Radek Faksa Wrist Shot saved by Igor Shesterkin,3rd
-74.0,-16.0,Shot,Mika Zibanejad Wrist Shot saved by Anton Khudobin,3rd
-69.0,-34.0,Shot,Denis Gurianov Backhand saved by Igor Shesterkin,3rd
-51.0,-27.0,Shot,Mika Zibanejad Slap Shot saved by Anton Khudobin,3rd
-67.0,4.0,Shot,Ryan Strome Wrist Shot saved by Anton Khudobin,3rd
-55.0,-22.0,Shot,Mika Zibanejad Slap Shot saved by Anton Khudobin,3rd
-82.0,0.0,Shot,Chris Kreider Tip-In saved by Anton Khudobin,3rd
-73.0,3.0,Shot,Ryan Strome Slap Shot saved by Anton Khudobin,3rd
-69.0,-12.0,Missed Shot,Mika Zibanejad Wide of Net Anton Khudobin,3rd
-77.0,22.0,Missed Shot,Artemi Panarin Wide of Net Anton Khudobin,3rd
-85.0,6.0,Missed Shot,Joe Pavelski Goalpost Igor Shesterkin,3rd
-36.0,-6.0,Missed Shot,Denis Gurianov Wide of Net Igor Shesterkin,3rd
-39.0,-26.0,Missed Shot,K'Andre Miller Wide of Net Anton Khudobin,3rd
-34.0,32.0,Missed Shot,Jacob Trouba Wide of Net Anton Khudobin,3rd
-55.0,16.0,Shot,Denis Gurianov Wrist Shot saved by Igor Shesterkin,3rd
-65.0,-30.0,Shot,Luke Glendening Snap Shot saved by Igor Shesterkin,3rd
-72.0,-3.0,Missed Shot,Adam Fox Wide of Net Anton Khudobin,OT
-63.0,-19.0,Shot,Esa Lindell Wrist Shot saved by Igor Shesterkin,OT
-76.0,8.0,Goal,"Miro Heiskanen (1) Snap Shot, assists: Jamie Benn (1)",OT
-86.0,-14.0,Shot,Zach Parise Wrist Shot saved by Frederik Andersen,1st
-76.0,7.0,Shot,Andrei Svechnikov Backhand saved by Ilya Sorokin,1st
-80.0,3.0,Shot,Steven Lorentz Tip-In saved by Ilya Sorokin,1st
-57.0,19.0,Missed Shot,Martin Necas Wide of Net Ilya Sorokin,1st
-81.0,-4.0,Missed Shot,Sebastian Aho Wide of Net Ilya Sorokin,1st
-78.0,-6.0,Missed Shot,Andrei Svechnikov Wide of Net Ilya Sorokin,1st
0.0,39.0,Shot,Jean-Gabriel Pageau Wrist Shot saved by Frederik Andersen,1st
-87.0,13.0,Shot,Kyle Palmieri Backhand saved by Frederik Andersen,1st
-82.0,-8.0,Goal,"Mathew Barzal (1) Snap Shot, assists: Kyle Palmieri (1), Andy Greene (1)",1st
-81.0,-2.0,Goal,"Andrei Svechnikov (1) Tip-In, assists: Teuvo Teravainen (1), Ethan Bear (1)",1st
-11.0,-32.0,Shot,Derek Stepan Wrist Shot saved by Ilya Sorokin,1st
-61.0,-4.0,Shot,Vincent Trocheck Snap Shot saved by Ilya Sorokin,1st
-77.0,-12.0,Goal,"Jesper Fast (1) Wrist Shot, assists: Jaccob Slavin (1), Jordan Staal (1)",1st
-82.0,28.0,Shot,Tony DeAngelo Snap Shot saved by Ilya Sorokin,1st
-43.0,-25.0,Missed Shot,Ian Cole Wide of Net Ilya Sorokin,1st
-83.0,-14.0,Shot,Kyle Palmieri Snap Shot saved by Frederik Andersen,1st
-81.0,-8.0,Shot,Brock Nelson Backhand saved by Frederik Andersen,1st
-27.0,-28.0,Missed Shot,Teuvo Teravainen Wide of Net Ilya Sorokin,1st
-79.0,-5.0,Missed Shot,Jean-Gabriel Pageau Wide of Net Frederik Andersen,1st
-40.0,-25.0,Shot,Ian Cole Snap Shot saved by Ilya Sorokin,1st
-33.0,-5.0,Shot,Adam Pelech Slap Shot saved by Frederik Andersen,2nd
-82.0,0.0,Shot,Brock Nelson Wrist Shot saved by Frederik Andersen,2nd
-86.0,-6.0,Goal,"Brock Nelson (1) Wrist Shot, assists: Anthony Beauvillier (1), Josh Bailey (1)",2nd
-77.0,40.0,Shot,Scott Mayfield Snap Shot saved by Frederik Andersen,2nd
-67.0,-10.0,Missed Shot,Oliver Wahlstrom Wide of Net Frederik Andersen,2nd
-37.0,35.0,Shot,Jaccob Slavin Wrist Shot saved by Ilya Sorokin,2nd
-69.0,40.0,Shot,Jaccob Slavin Snap Shot saved by Ilya Sorokin,2nd
-39.0,-26.0,Shot,Andy Greene Snap Shot saved by Frederik Andersen,2nd
-51.0,-9.0,Shot,Teuvo Teravainen Slap Shot saved by Ilya Sorokin,2nd
-55.0,25.0,Shot,Andrei Svechnikov Snap Shot saved by Ilya Sorokin,2nd
-29.0,-1.0,Shot,Tony DeAngelo Wrist Shot saved by Ilya Sorokin,2nd
-82.0,1.0,Shot,Jordan Staal Tip-In saved by Ilya Sorokin,2nd
-50.0,-17.0,Shot,Derek Stepan Snap Shot saved by Ilya Sorokin,2nd
-55.0,35.0,Shot,Nino Niederreiter Snap Shot saved by Ilya Sorokin,2nd
-52.0,-38.0,Shot,Tony DeAngelo Snap Shot saved by Ilya Sorokin,2nd
-61.0,-9.0,Goal,"Jordan Martinook (1) Snap Shot, assists: none",2nd
-88.0,6.0,Shot,Vincent Trocheck Wrap-around saved by Ilya Sorokin,2nd
-51.0,-15.0,Shot,Vincent Trocheck Slap Shot saved by Ilya Sorokin,2nd
-84.0,-2.0,Missed Shot,Oliver Wahlstrom Wide of Net Frederik Andersen,2nd
-70.0,3.0,Shot,Jean-Gabriel Pageau Tip-In saved by Frederik Andersen,2nd
-33.0,37.0,Shot,Cal Clutterbuck Wrist Shot saved by Frederik Andersen,2nd
-82.0,-16.0,Missed Shot,Vincent Trocheck Goalpost Ilya Sorokin,2nd
-60.0,-10.0,Missed Shot,Andrei Svechnikov Wide of Net Ilya Sorokin,2nd
-30.0,0.0,Shot,Jaccob Slavin Slap Shot saved by Ilya Sorokin,2nd
-36.0,37.0,Missed Shot,Ian Cole Wide of Net Ilya Sorokin,2nd
-32.0,-12.0,Shot,Tony DeAngelo Slap Shot saved by Ilya Sorokin,2nd
-81.0,27.0,Missed Shot,Anthony Beauvillier Wide of Net Frederik Andersen,2nd
-83.0,0.0,Shot,Nino Niederreiter Wrist Shot saved by Ilya Sorokin,2nd
-84.0,0.0,Goal,"Nino Niederreiter (1) Deflected, assists: none",2nd
-45.0,-17.0,Shot,Teuvo Teravainen Wrist Shot saved by Ilya Sorokin,2nd
-77.0,1.0,Shot,Sebastian Aho Tip-In saved by Ilya Sorokin,2nd
-80.0,-2.0,Missed Shot,Vincent Trocheck Wide of Net Ilya Sorokin,2nd
-37.0,10.0,Shot,Nino Niederreiter Wrist Shot saved by Ilya Sorokin,2nd
-75.0,1.0,Shot,Kyle Palmieri Wrist Shot saved by Frederik Andersen,2nd
-74.0,17.0,Missed Shot,Mathew Barzal Wide of Net Frederik Andersen,2nd
-53.0,39.0,Shot,Noah Dobson Wrist Shot saved by Frederik Andersen,2nd
-75.0,1.0,Goal,"Anders Lee (1) Wrist Shot, assists: Noah Dobson (1), Kyle Palmieri (2)",2nd
-77.0,16.0,Shot,Derek Stepan Backhand saved by Ilya Sorokin,2nd
-42.0,37.0,Shot,Jaccob Slavin Snap Shot saved by Ilya Sorokin,2nd
-31.0,29.0,Shot,Ryan Pulock Slap Shot saved by Frederik Andersen,2nd
-77.0,20.0,Shot,Mathew Barzal Wrist Shot saved by Frederik Andersen,2nd
-81.0,-3.0,Missed Shot,Anders Lee Wide of Net Frederik Andersen,2nd
-75.0,9.0,Missed Shot,Oliver Wahlstrom Wide of Net Frederik Andersen,2nd
-70.0,-10.0,Shot,Jordan Staal Snap Shot saved by Ilya Sorokin,2nd
-85.0,-9.0,Shot,Mathew Barzal Wrist Shot saved by Frederik Andersen,2nd
-78.0,3.0,Shot,Zach Parise Tip-In saved by Frederik Andersen,2nd
-47.0,-23.0,Missed Shot,Jaccob Slavin Wide of Net Ilya Sorokin,3rd
-57.0,31.0,Shot,Teuvo Teravainen Slap Shot saved by Ilya Sorokin,3rd
-76.0,14.0,Missed Shot,Vincent Trocheck Wide of Net Ilya Sorokin,3rd
-75.0,3.0,Shot,Jordan Staal Tip-In saved by Ilya Sorokin,3rd
-83.0,8.0,Missed Shot,Jordan Staal Goalpost Ilya Sorokin,3rd
-85.0,-7.0,Shot,Anthony Beauvillier Wrist Shot saved by Frederik Andersen,3rd
-77.0,8.0,Missed Shot,Derek Stepan Wide of Net Ilya Sorokin,3rd
-66.0,-16.0,Shot,Teuvo Teravainen Snap Shot saved by Ilya Sorokin,3rd
-84.0,18.0,Missed Shot,Jaccob Slavin Wide of Net Ilya Sorokin,3rd
-81.0,1.0,Shot,Anthony Beauvillier Backhand saved by Frederik Andersen,3rd
-57.0,40.0,Shot,Zach Parise Wrist Shot saved by Frederik Andersen,3rd
-71.0,-34.0,Shot,Kyle Palmieri Snap Shot saved by Frederik Andersen,3rd
-59.0,17.0,Shot,Casey Cizikas Snap Shot saved by Frederik Andersen,3rd
-82.0,13.0,Shot,Josh Bailey Snap Shot saved by Frederik Andersen,3rd
-80.0,1.0,Shot,Nino Niederreiter Wrist Shot saved by Ilya Sorokin,3rd
-39.0,34.0,Shot,Brett Pesce Slap Shot saved by Ilya Sorokin,3rd
-80.0,-32.0,Shot,Jesperi Kotkaniemi Wrist Shot saved by Ilya Sorokin,3rd
-44.0,27.0,Shot,Tony DeAngelo Slap Shot saved by Ilya Sorokin,3rd
-60.0,-6.0,Missed Shot,Andrei Svechnikov Goalpost Ilya Sorokin,3rd
-62.0,29.0,Goal,"Teuvo Teravainen (1) Slap Shot, assists: Tony DeAngelo (1), Andrei Svechnikov (1)",3rd
-75.0,7.0,Missed Shot,Mathew Barzal Wide of Net Frederik Andersen,3rd
-76.0,-2.0,Shot,Vincent Trocheck Snap Shot saved by Ilya Sorokin,3rd
-76.0,-13.0,Missed Shot,Brock Nelson Wide of Net Frederik Andersen,3rd
-60.0,3.0,Shot,Jesperi Kotkaniemi Snap Shot saved by Ilya Sorokin,3rd
-70.0,-20.0,Missed Shot,Vincent Trocheck Wide of Net Ilya Sorokin,3rd
-32.0,-5.0,Shot,Ryan Pulock Slap Shot saved by Frederik Andersen,3rd
-60.0,26.0,Missed Shot,Oliver Wahlstrom Wide of Net Frederik Andersen,3rd
-58.0,20.0,Shot,Jean-Gabriel Pageau Wrist Shot saved by Frederik Andersen,3rd
-58.0,38.0,Goal,"Andrei Svechnikov (2) Wrist Shot, assists: Tony DeAngelo (2), Sebastian Aho (1)",3rd
-50.0,30.0,Missed Shot,Ian Cole Wide of Net Ilya Sorokin,3rd
-68.0,-19.0,Missed Shot,Alexandre Texier Wide of Net Carter Hutton,1st
-76.0,-2.0,Goal,"Alexandre Texier (1) Tip-In, assists: Max Domi (1), Vladislav Gavrikov (1)",1st
-54.0,-25.0,Shot,Jack Roslovic Wrist Shot saved by Carter Hutton,1st
-59.0,26.0,Shot,Christian Fischer Snap Shot saved by Elvis Merzlikins,1st
-77.0,-6.0,Shot,Andrew Ladd Tip-In saved by Elvis Merzlikins,1st
-66.0,-15.0,Shot,Antoine Roussel Wrist Shot saved by Elvis Merzlikins,1st
-61.0,26.0,Missed Shot,Johan Larsson Wide of Net Elvis Merzlikins,1st
-44.0,-17.0,Missed Shot,Shayne Gostisbehere Wide of Net Elvis Merzlikins,1st
-42.0,-10.0,Missed Shot,Jake Bean Over Net Carter Hutton,1st
-54.0,-25.0,Missed Shot,Patrik Laine Wide of Net Carter Hutton,1st
-36.0,22.0,Shot,Shayne Gostisbehere Slap Shot saved by Elvis Merzlikins,1st
-68.0,-11.0,Missed Shot,Jakob Chychrun Wide of Net Elvis Merzlikins,1st
-67.0,-17.0,Shot,Clayton Keller Wrist Shot saved by Elvis Merzlikins,1st
-54.0,-12.0,Shot,Lawson Crouse Snap Shot saved by Elvis Merzlikins,1st
-40.0,-19.0,Shot,Jakob Chychrun Slap Shot saved by Elvis Merzlikins,1st
-54.0,-22.0,Shot,Clayton Keller Wrist Shot saved by Elvis Merzlikins,1st
-26.0,5.0,Shot,Boone Jenner Backhand saved by Carter Hutton,1st
-43.0,9.0,Shot,Oliver Bjorkstrand Snap Shot saved by Carter Hutton,1st
-36.0,5.0,Shot,Jake Bean Wrist Shot saved by Carter Hutton,1st
-36.0,9.0,Shot,Jake Bean Snap Shot saved by Carter Hutton,1st
-61.0,-11.0,Shot,Nick Schmaltz Wrist Shot saved by Elvis Merzlikins,1st
-68.0,-9.0,Shot,Gregory Hofmann Snap Shot saved by Carter Hutton,1st
-63.0,1.0,Shot,Boone Jenner Backhand saved by Carter Hutton,1st
-80.0,1.0,Goal,"Oliver Bjorkstrand (1) Tip-In, assists: Zach Werenski (1), Jakub Voracek (1)",1st
-50.0,-19.0,Shot,Anton Stralman Wrist Shot saved by Elvis Merzlikins,1st
-68.0,-6.0,Missed Shot,Lawson Crouse Wide of Net Elvis Merzlikins,1st
-69.0,24.0,Shot,Gregory Hofmann Backhand saved by Carter Hutton,1st
-63.0,-1.0,Shot,Johan Larsson Wrist Shot saved by Elvis Merzlikins,1st
-49.0,-14.0,Missed Shot,Jakob Chychrun Wide of Net Elvis Merzlikins,1st
-37.0,-15.0,Missed Shot,Jakob Chychrun Wide of Net Elvis Merzlikins,1st
-83.0,6.0,Goal,"Boone Jenner (1) Wrist Shot, assists: Max Domi (2)",2nd
-45.0,-32.0,Goal,"Anton Stralman (1) Slap Shot, assists: Lawson Crouse (1), Johan Larsson (1)",2nd
-83.0,8.0,Missed Shot,Dmitrij Jaskin Wide of Net Elvis Merzlikins,2nd
-47.0,29.0,Missed Shot,Jakob Chychrun Over Net Elvis Merzlikins,2nd
-77.0,5.0,Shot,Lawson Crouse Tip-In saved by Elvis Merzlikins,2nd
-50.0,-1.0,Missed Shot,Nick Schmaltz Over Net Elvis Merzlikins,2nd
-66.0,-17.0,Shot,Ryan Dzingel Snap Shot saved by Elvis Merzlikins,2nd
-51.0,21.0,Shot,Cole Sillinger Wrist Shot saved by Carter Hutton,2nd
-66.0,18.0,Shot,Jakub Voracek Snap Shot saved by Carter Hutton,2nd
-65.0,-21.0,Missed Shot,Ryan Dzingel Over Net Elvis Merzlikins,2nd
-58.0,2.0,Shot,Cole Sillinger Snap Shot saved by Carter Hutton,2nd
-51.0,-16.0,Missed Shot,Patrik Laine Wide of Net Carter Hutton,2nd
-78.0,1.0,Shot,Jay Beagle Wrist Shot saved by Elvis Merzlikins,2nd
-86.0,-9.0,Shot,Anton Stralman Wrist Shot saved by Elvis Merzlikins,2nd
-80.0,7.0,Shot,Lawson Crouse Backhand saved by Elvis Merzlikins,2nd
-70.0,24.0,Goal,"Oliver Bjorkstrand (2) Wrist Shot, assists: Jack Roslovic (1), Vladislav Gavrikov (2)",2nd
-57.0,-8.0,Shot,Conor Timmins Snap Shot saved by Elvis Merzlikins,2nd
-84.0,-9.0,Shot,Andrew Ladd Wrist Shot saved by Elvis Merzlikins,2nd
-87.0,5.0,Shot,Christian Fischer Wrap-around saved by Elvis Merzlikins,2nd
-79.0,-21.0,Missed Shot,Phil Kessel Wide of Net Elvis Merzlikins,2nd
-77.0,16.0,Missed Shot,Alexandre Texier Wide of Net Carter Hutton,2nd
-40.0,-18.0,Shot,Jake Bean Snap Shot saved by Carter Hutton,2nd
-60.0,26.0,Goal,"Jake Bean (1) Slap Shot, assists: Jakub Voracek (2), Patrik Laine (1)",2nd
-50.0,7.0,Missed Shot,Max Domi Goalpost Carter Hutton,2nd
-49.0,8.0,Shot,Adam Boqvist Snap Shot saved by Carter Hutton,2nd
-79.0,29.0,Missed Shot,Loui Eriksson Wide of Net Elvis Merzlikins,2nd
-46.0,22.0,Shot,Jakob Chychrun Slap Shot saved by Elvis Merzlikins,2nd
-47.0,22.0,Shot,Jakob Chychrun Snap Shot saved by Elvis Merzlikins,2nd
-83.0,6.0,Shot,Jay Beagle Wrist Shot saved by Elvis Merzlikins,2nd
-55.0,6.0,Shot,Max Domi Wrist Shot saved by Carter Hutton,2nd
-58.0,-27.0,Shot,Nick Schmaltz Wrist Shot saved by Elvis Merzlikins,2nd
-60.0,-12.0,Missed Shot,Boone Jenner Wide of Net Carter Hutton,2nd
-40.0,9.0,Shot,Shayne Gostisbehere Slap Shot saved by Elvis Merzlikins,3rd
-42.0,-20.0,Missed Shot,Jakob Chychrun Wide of Net Elvis Merzlikins,3rd
-54.0,-6.0,Shot,Nick Schmaltz Wrist Shot saved by Elvis Merzlikins,3rd
-83.0,16.0,Shot,Dean Kukan Wrist Shot saved by Carter Hutton,3rd
-80.0,-4.0,Shot,Conor Timmins Wrist Shot saved by Elvis Merzlikins,3rd
-78.0,-2.0,Shot,Max Domi Backhand saved by Carter Hutton,3rd
-78.0,8.0,Missed Shot,Boone Jenner Wide of Net Carter Hutton,3rd
-50.0,15.0,Goal,"Zach Werenski (1) Snap Shot, assists: Patrik Laine (2), Oliver Bjorkstrand (1)",3rd
-58.0,-19.0,Shot,Jakob Chychrun Snap Shot saved by Elvis Merzlikins,3rd
-38.0,-18.0,Missed Shot,Conor Timmins Wide of Net Elvis Merzlikins,3rd
-82.0,-4.0,Missed Shot,Dmitrij Jaskin Wide of Net Elvis Merzlikins,3rd
-72.0,-6.0,Shot,Dean Kukan Wrist Shot saved by Carter Hutton,3rd
-45.0,-3.0,Shot,Shayne Gostisbehere Wrist Shot saved by Elvis Merzlikins,3rd
-52.0,-18.0,Shot,Ryan Dzingel Wrist Shot saved by Elvis Merzlikins,3rd
-49.0,-1.0,Shot,Victor Soderstrom Snap Shot saved by Elvis Merzlikins,3rd
-83.0,5.0,Shot,Antoine Roussel Wrap-around saved by Elvis Merzlikins,3rd
-59.0,4.0,Goal,"Max Domi (1) Snap Shot, assists: Cole Sillinger (1), Andrew Peeke (1)",3rd
-46.0,2.0,Missed Shot,Sean Kuraly Wide of Net Carter Hutton,3rd
-77.0,15.0,Missed Shot,Lawson Crouse Wide of Net Elvis Merzlikins,3rd
-39.0,15.0,Missed Shot,Shayne Gostisbehere Over Net Elvis Merzlikins,3rd
-60.0,26.0,Shot,Clayton Keller Snap Shot saved by Elvis Merzlikins,3rd
0.0,31.0,Shot,Cole Sillinger Wrist Shot saved by Carter Hutton,3rd
-73.0,-23.0,Shot,Ilya Lyubushkin Wrist Shot saved by Elvis Merzlikins,3rd
-31.0,24.0,Missed Shot,Victor Soderstrom Over Net Elvis Merzlikins,3rd
-36.0,-4.0,Shot,Shayne Gostisbehere Slap Shot saved by Elvis Merzlikins,3rd
-36.0,-16.0,Missed Shot,Andrew Ladd Wide of Net Elvis Merzlikins,3rd
-72.0,1.0,Shot,Ryan Dzingel Deflected saved by Elvis Merzlikins,3rd
-58.0,-8.0,Goal,"Clayton Keller (1) Snap Shot, assists: Phil Kessel (1), Shayne Gostisbehere (1)",3rd
-67.0,18.0,Missed Shot,Dmitrij Jaskin Wide of Net Elvis Merzlikins,3rd
-86.0,-18.0,Goal,"Gustav Nyquist (1) Wrist Shot, assists: Oliver Bjorkstrand (2), Jack Roslovic (2)",3rd
-44.0,27.0,Shot,Anton Stralman Slap Shot saved by Elvis Merzlikins,3rd
-37.0,4.0,Shot,Adam Larsson Wrist Shot saved by Juuse Saros,1st
-74.0,-29.0,Missed Shot,Riley Sheahan Wide of Net Juuse Saros,1st
-78.0,2.0,Goal,"Eeli Tolvanen (1) Wrist Shot, assists: Luke Kunin (1), Mikael Granlund (1)",1st
-40.0,-22.0,Shot,Jeremy Lauzon Wrist Shot saved by Juuse Saros,1st
-35.0,-7.0,Shot,Dante Fabbro Wrist Shot saved by Philipp Grubauer,1st
-53.0,-34.0,Shot,Philippe Myers Wrist Shot saved by Philipp Grubauer,1st
-54.0,-21.0,Shot,Vince Dunn Snap Shot saved by Juuse Saros,1st
-77.0,-31.0,Shot,Jared McCann Wrist Shot saved by Juuse Saros,1st
-49.0,36.0,Shot,Morgan Geekie Slap Shot saved by Juuse Saros,1st
-62.0,27.0,Shot,Ryan Donato Wrist Shot saved by Juuse Saros,1st
-39.0,-20.0,Shot,Jeremy Lauzon Wrist Shot saved by Juuse Saros,1st
-46.0,-18.0,Shot,Vince Dunn Slap Shot saved by Juuse Saros,1st
-39.0,22.0,Missed Shot,Adam Larsson Wide of Net Juuse Saros,1st
-45.0,-21.0,Shot,Colton Sissons Wrist Shot saved by Philipp Grubauer,1st
-84.0,-30.0,Missed Shot,Colton Sissons Wide of Net Philipp Grubauer,1st
-41.0,-23.0,Goal,"Jared McCann (2) Wrist Shot, assists: Mark Giordano (1), Jordan Eberle (2)",1st
-57.0,22.0,Shot,Ryan Donato Slap Shot saved by Juuse Saros,1st
